Customer Loyalty ID,Gender,Geographic Region,Loyalty Status,Neigborhood Cluster-55 Level,Neighborhood Cluster-7 Level,Television Region,Affluence Grade,Age,Loyalty Card Tenure,Organics Purchase Indicator
28502086,F,Scottish,Gold,12,B,N Scot,10,68,4,0
28507525,F,North,Tin,18,C,N West,7,44,4,1
28509978,U,North,Gold,28,D,N West,9,52,1,0
28510836,F,North,Gold,10,B,N East,11,38,0,1
28511476,M,South East,Gold,27,D,London,8,64,4,0
28511883,M,North,Gold,47,F,Yorkshire,3,49,3,0
28512952,U,South East,Silver,48,F,London,10,47,8,0
28514335,F,North,Silver,35,D,N West,12,64,2,1
28516362,F,Midlands,Silver,6,B,Midlands,8,68,12,0
28517768,U,North,Tin,35,D,Yorkshire,10,48,5,0
28519728,M,North,Gold,27,D,N West,6,67,1,0
28520483,F,Midlands,Gold,16,C,Wales & West,10,65,5,0
28521439,F,U,Tin,17,C,Unknown,12,34,5,1
28523121,F,North,Tin,31,D,N West,12,33,7,0
28523962,F,North,Tin,51,F,Yorkshire,9,36,4,1
28525000,U,Midlands,Tin,19,C,East,5,60,9,0
28529650,M,North,Tin,22,C,N West,8,32,5,0
28530314,F,Midlands,Gold,30,D,East,4,63,8,0
28531418,F,South East,Gold,3,A,London,14,49,4,0
28533836,M,Midlands,Silver,23,C,Wales & West,6,53,4,0
28536045,U,South East,Silver,51,F,London,6,31,5,0
28536703,F,North,Tin,44,E,N West,0,40,5,1
28537718,F,Midlands,Tin,27,D,Wales & West,10,52,4,1
28543548,U,South East,Silver,38,E,London,12,33,4,1
28547403,U,South East,Tin,18,C,London,5,58,5,0
28547594,F,Scottish,Silver,23,C,N Scot,6,49,4,0
28548256,M,Midlands,Silver,19,C,Midlands,3,34,9,0
28550285,F,South East,Silver,U,Unknown,London,6,45,1,0
28552172,F,South East,Silver,30,D,S & S East,9,51,10,0
28552768,F,Midlands,Tin,33,D,Wales & West,14,67,9,0
28553845,F,Scottish,Gold,39,E,N Scot,2,0,13,0
28558146,U,North,Silver,41,E,N West,7,68,9,0
28558545,M,North,Silver,37,E,Yorkshire,8,60,3,0
28559207,F,Scottish,Silver,7,B,C Scotland,9,51,5,0
28559215,F,North,Gold,16,C,Yorkshire,7,49,4,1
28559495,M,Midlands,Gold,3,A,Wales & West,9,52,8,0
28559835,F,South East,Silver,52,F,S & S East,8,72,2,0
28560663,U,South East,Silver,50,F,London,0,61,7,0
28560949,F,South East,Gold,28,D,S & S East,16,43,4,1
28566513,F,Midlands,Tin,52,F,East,9,33,10,1
28566807,F,South East,Gold,10,B,S & S East,5,49,9,0
28568397,F,Midlands,Silver,38,E,East,11,62,12,1
28568745,F,North,Gold,52,F,Yorkshire,4,54,5,0
28569946,F,South East,Silver,48,F,London,9,37,1,0
28572270,U,South East,Gold,2,A,London,4,47,14,0
28572637,F,Midlands,Gold,35,D,Midlands,8,78,1,0
28573439,F,Midlands,Tin,48,F,Midlands,15,36,7,1
28574079,M,North,Silver,16,C,N West,8,30,8,1
28576489,U,South East,Silver,52,F,S & S East,0,52,9,0
28579070,M,Midlands,Gold,52,F,Wales & West,9,77,1,1
28581490,F,South East,Gold,10,B,London,7,73,9,1
28581555,F,South East,Platinum,48,F,London,6,43,8,0
28584503,M,Midlands,Silver,23,C,Midlands,5,70,8,0
28585437,F,Midlands,Tin,51,F,Midlands,6,50,5,0
28587103,F,North,Gold,17,C,N West,0,59,3,1
28587782,M,South East,Silver,4,A,London,5,57,1,0
28588355,F,Midlands,Gold,24,C,Midlands,7,50,5,0
28589238,M,Midlands,Silver,5,B,East,10,49,8,0
28589637,U,South East,Gold,5,B,London,12,64,4,0
28589823,F,South East,Gold,51,F,London,4,44,6,0
28592026,M,North,Silver,38,E,N West,8,44,2,0
28593170,F,Scottish,Gold,41,E,C Scotland,8,63,2,0
28594363,F,South East,Silver,4,A,London,9,65,6,0
28596315,M,North,Gold,2,A,N West,8,0,1,0
28596528,M,South East,Gold,12,B,London,13,69,6,0
28596773,F,South East,Gold,3,A,London,6,74,7,0
28597060,F,Midlands,Platinum,37,E,East,6,58,3,0
28597567,M,Midlands,Gold,33,D,Midlands,10,57,7,1
28600657,M,North,Gold,10,B,N East,10,51,8,0
28601610,F,North,Silver,12,B,N East,8,61,2,0
28601815,F,North,Silver,32,D,N West,13,35,1,1
28606418,F,North,Silver,10,B,N West,14,61,1,0
28606809,F,North,Silver,35,D,Yorkshire,25,25,3,1
28607104,F,North,Tin,42,E,N West,7,43,4,0
28608240,U,North,Tin,10,B,N West,6,66,8,0
28611012,F,Midlands,Tin,38,E,Wales & West,13,40,8,1
28614046,M,South East,Tin,31,D,London,11,40,7,1
28615816,F,South East,Silver,27,D,London,10,62,2,0
28615921,F,Midlands,Tin,32,D,Midlands,10,35,5,0
28617177,F,South East,Tin,37,E,London,7,52,0,0
28617630,U,Scottish,Silver,52,F,C Scotland,9,69,18,0
28618114,M,South East,Gold,19,C,London,11,52,7,1
28622936,F,South East,Silver,51,F,London,0,39,4,1
28624785,M,Scottish,Gold,10,B,C Scotland,7,74,14,0
28626583,M,Midlands,Gold,15,B,Wales & West,3,65,4,0
28626915,U,South West,Silver,15,B,S West,11,58,0,0
28628268,M,South East,Gold,8,B,London,8,54,4,0
28629329,F,South East,Tin,28,D,London,8,56,8,0
28631900,F,North,Gold,12,B,N West,10,60,4,0
28632680,F,South East,Silver,54,F,S & S East,9,28,8,0
28634837,U,Midlands,Silver,46,F,Midlands,10,57,4,0
28636007,F,South East,Silver,4,A,London,11,42,11,0
28638336,M,South East,Gold,5,B,S & S East,7,74,2,0
28639693,F,South East,Tin,40,E,London,7,36,8,0
28640896,F,North,Silver,25,C,Yorkshire,10,0,1,0
28645448,F,North,Gold,52,F,Yorkshire,4,51,10,0
28645979,F,South East,Tin,4,A,S & S East,17,56,9,1
28647572,F,Midlands,Gold,33,D,Wales & West,10,48,3,0
28649303,F,South East,Tin,2,A,London,11,59,5,1
28652932,F,South East,Silver,31,D,London,14,53,7,1
28653912,F,South East,Silver,22,C,London,1,55,4,0
28654595,F,Midlands,Silver,19,C,Midlands,12,74,6,0
28655397,M,Scottish,Gold,49,F,Border,8,60,5,0
28655885,F,Midlands,Silver,U,Unknown,Ulster,13,61,17,0
28656318,F,North,Silver,52,F,Yorkshire,14,0,4,1
28657721,U,South East,Tin,12,B,London,5,0,9,0
28658507,U,North,Tin,47,F,Yorkshire,8,0,7,0
28659759,F,Midlands,Silver,35,D,Midlands,0,35,0,0
28659953,F,Midlands,Silver,55,U,Midlands,7,27,4,1
28660609,M,Midlands,Silver,19,C,Wales & West,10,79,5,0
28661672,M,South East,Gold,1,A,London,9,79,7,0
28662202,M,North,Gold,5,B,Yorkshire,5,50,2,0
28664493,F,Midlands,Silver,8,B,East,8,79,10,0
28668197,M,South East,Gold,13,B,S & S East,7,77,5,0
28668634,F,South East,Gold,27,D,London,6,67,5,0
28670248,F,North,Silver,8,B,N West,7,44,9,0
28671392,F,North,Tin,U,Unknown,N West,7,55,4,1
28672518,F,South East,Tin,26,C,London,10,36,8,0
28675177,M,South East,Silver,8,B,London,4,76,8,0
28676084,F,South East,Silver,13,B,London,0,36,11,0
28676548,U,South East,Silver,49,F,S & S East,7,60,8,0
28677897,M,Midlands,Gold,14,B,Wales & West,8,50,5,0
28679911,F,Midlands,Silver,51,F,Midlands,10,67,2,0
28685202,F,Midlands,Gold,U,Unknown,Wales & West,6,61,7,1
28688481,F,Midlands,Gold,25,C,East,22,0,8,1
28689194,F,North,Silver,2,A,N West,8,63,7,0
28691415,U,Midlands,Tin,19,C,Wales & West,8,55,9,0
28694767,F,Scottish,Gold,17,C,C Scotland,10,59,6,0
28696026,U,South East,Silver,30,D,S & S East,5,58,4,0
28696069,F,Midlands,Gold,12,B,East,11,69,8,0
28696441,M,South West,Silver,11,B,S West,11,57,5,1
28698673,F,South East,Platinum,18,C,S & S East,7,67,5,0
28702077,F,Midlands,Silver,38,E,East,16,59,5,0
28702743,M,South East,Silver,44,E,S & S East,1,73,6,0
28704371,F,Midlands,Silver,24,C,Midlands,9,64,16,0
28705246,M,South East,Gold,41,E,London,12,41,1,0
28706080,F,South East,Silver,4,A,London,6,65,4,0
28707737,M,Midlands,Tin,32,D,Midlands,2,51,4,0
28709624,M,South East,Tin,25,C,London,13,53,9,0
28712595,M,Scottish,Tin,53,F,C Scotland,8,45,4,0
28714857,F,Midlands,Silver,50,F,East,0,43,7,0
28715306,F,Midlands,Silver,12,B,Midlands,5,43,5,1
28717295,M,Midlands,Tin,24,C,Midlands,8,68,7,0
28717546,U,Scottish,Silver,17,C,C Scotland,0,49,16,0
28718291,U,South East,Tin,38,E,S & S East,6,48,8,0
28719379,F,U,Gold,28,D,Unknown,8,68,1,1
28720024,M,North,Silver,51,F,N East,10,65,15,0
28720326,F,South East,Tin,29,D,London,15,37,9,1
28720415,F,North,Tin,35,D,Yorkshire,4,45,8,0
28720865,U,South East,Silver,26,C,London,12,0,4,0
28721993,U,Midlands,Gold,25,C,Midlands,6,68,1,0
28723198,F,South East,Tin,4,A,London,9,49,8,0
28724674,U,U,Tin,U,Unknown,Unknown,14,67,7,0
28726715,M,Midlands,Silver,33,D,Midlands,5,0,9,0
28727614,M,South East,Gold,12,B,London,6,45,8,0
28727940,F,North,Tin,29,D,N West,6,42,5,0
28728351,F,Midlands,Silver,U,Unknown,Ulster,11,65,4,0
28729021,M,North,Silver,8,B,N West,2,68,6,0
28729161,U,North,Tin,53,F,N West,9,39,5,0
28729463,F,South West,Gold,45,E,S West,12,58,8,1
28730151,M,South East,Tin,22,C,London,6,48,8,0
28730968,F,Midlands,Tin,14,B,East,6,64,6,0
28732022,U,South East,Silver,26,C,London,4,49,12,0
28732677,F,South East,Platinum,2,A,London,6,79,9,0
28733401,M,South East,Tin,38,E,S & S East,11,35,4,1
28733983,M,North,Silver,10,B,N West,5,59,5,0
28735722,U,Scottish,Gold,2,A,N Scot,10,69,5,0
28738055,F,South East,Silver,10,B,London,9,37,5,1
28738691,F,Midlands,Tin,38,E,Midlands,5,40,5,0
28739558,F,South East,Silver,44,E,London,6,67,6,0
28739965,U,South West,Platinum,6,B,S West,10,76,3,0
28741226,U,Scottish,Silver,2,A,C Scotland,10,36,8,1
28741986,F,South East,Silver,19,C,London,8,45,11,0
28742710,U,Scottish,Gold,15,B,Border,8,46,6,0
28743016,F,South East,Tin,18,C,S & S East,9,51,4,0
28744101,F,Midlands,Tin,48,F,Midlands,6,28,0,0
28744993,M,South East,Tin,16,C,London,9,68,9,0
28746341,F,South East,Gold,8,B,London,8,48,2,0
28747577,F,South East,Tin,42,E,London,5,40,5,1
28748328,F,South East,Tin,40,E,London,9,37,6,0
28748786,M,Midlands,Silver,37,E,East,6,79,1,0
28749634,F,North,Silver,16,C,N East,14,45,5,1
28749952,M,Midlands,Gold,52,F,East,9,64,6,0
28751604,U,North,Silver,4,A,N West,8,57,6,0
28751914,F,South East,Silver,22,C,London,13,34,1,1
28753909,F,South East,Tin,48,F,S & S East,15,33,0,1
28754360,U,South East,Gold,20,C,London,6,53,3,0
28754875,F,South East,Gold,12,B,London,7,78,6,0
28755677,F,South East,Tin,2,A,London,6,72,7,0
28757041,F,South East,Silver,15,B,S & S East,10,0,8,0
28757947,M,South East,Gold,41,E,London,8,56,12,1
28759702,F,North,Gold,12,B,N West,9,51,4,0
28760395,F,U,Silver,U,Unknown,Unknown,11,40,10,1
28760980,M,North,Tin,22,C,Yorkshire,0,44,4,1
28761367,F,South East,Tin,5,B,S & S East,11,54,5,0
28761596,M,South East,Tin,52,F,London,7,54,8,0
28762207,F,South East,Tin,27,D,London,4,0,7,0
28762711,F,Midlands,Tin,51,F,East,9,48,4,0
28763033,M,North,Gold,47,F,Yorkshire,11,60,2,0
28763416,M,Midlands,Tin,53,F,Midlands,0,65,8,0
28763815,F,Scottish,Gold,52,F,Border,6,48,11,0
28764366,M,South East,Silver,1,A,London,10,49,9,0
28765656,F,South West,Silver,6,B,S West,10,52,9,0
28766148,F,Midlands,Silver,27,D,Wales & West,8,0,8,1
28767004,F,South East,Tin,21,C,London,6,0,8,0
28767500,M,South East,Gold,5,B,S & S East,8,61,1,0
28768515,F,Midlands,Tin,19,C,Midlands,6,38,8,0
28769619,M,South East,Silver,21,C,London,11,52,3,0
28769899,F,South East,Silver,46,F,London,16,48,1,1
28770269,F,Midlands,Gold,37,E,Midlands,7,47,6,0
28771109,U,Midlands,Silver,38,E,Wales & West,7,0,8,0
28774515,F,Midlands,Silver,49,F,Wales & West,10,0,5,0
28775015,M,North,Gold,18,C,N East,10,63,1,0
28775716,M,North,Tin,41,E,N West,6,47,8,0
28780523,U,Midlands,Tin,8,B,Wales & West,8,69,5,0
28780922,F,South East,Gold,38,E,London,7,42,2,1
28782909,F,Midlands,Tin,U,Unknown,Ulster,11,37,4,0
28786963,U,South East,Gold,5,B,London,11,73,4,0
28788567,F,Midlands,Tin,17,C,Midlands,11,57,4,0
28790154,F,Scottish,Tin,25,C,C Scotland,4,37,4,1
28793242,F,Midlands,Tin,44,E,Midlands,8,41,9,0
28794613,F,North,Tin,16,C,N West,4,37,7,0
28795040,M,North,Silver,8,B,Yorkshire,9,0,5,0
28799909,F,South East,Tin,14,B,S & S East,7,38,4,1
28803019,F,South East,Silver,10,B,S & S East,0,70,13,1
28803477,F,Midlands,Silver,4,A,Wales & West,4,40,8,0
28804287,F,Scottish,Tin,17,C,C Scotland,14,46,8,1
28806174,F,Midlands,Tin,U,Unknown,Ulster,12,35,4,1
28807634,U,Midlands,Platinum,15,B,Wales & West,14,78,12,0
28809408,F,South East,Tin,37,E,S & S East,7,57,5,0
28809955,M,Scottish,Gold,52,F,C Scotland,11,72,19,0
28810376,M,North,Silver,10,B,Yorkshire,5,58,11,0
28814738,U,South East,Platinum,25,C,London,11,75,6,0
28816544,M,South East,Tin,38,E,London,6,58,9,0
28816846,F,South East,Gold,26,C,London,9,65,5,1
28816978,F,Midlands,Tin,8,B,Wales & West,5,40,5,0
28817540,F,North,Tin,51,F,N West,5,53,8,0
28818687,F,South East,Tin,28,D,London,0,52,8,1
28819055,U,Midlands,Gold,30,D,East,11,57,4,0
28819241,F,North,Silver,23,C,N West,12,37,8,1
28820312,M,U,Gold,18,C,Unknown,13,55,1,1
28821947,F,South East,Gold,18,C,London,4,67,7,0
28823311,F,South East,Gold,35,D,London,15,67,12,1
28823680,F,North,Silver,25,C,Yorkshire,9,0,28,1
28823788,F,South East,Gold,20,C,London,4,73,12,0
28823958,F,South East,Tin,52,F,London,7,46,4,0
28827732,F,South East,Tin,5,B,S & S East,6,32,8,1
28828127,M,Midlands,Silver,23,C,Wales & West,10,45,7,0
28828496,F,South East,Tin,28,D,S & S East,12,36,2,1
28831896,F,South East,Tin,25,C,London,7,64,10,0
28835670,M,North,Gold,17,C,N East,0,71,7,0
28835832,M,South East,Silver,12,B,London,10,41,12,0
28836146,U,South East,Gold,6,B,S & S East,6,69,6,0
28836871,U,South East,Silver,28,D,S & S East,8,54,5,0
28837185,M,North,Silver,34,D,N West,8,0,4,0
28837371,U,Midlands,Tin,U,Unknown,Midlands,10,33,8,0
28838157,F,South East,Tin,19,C,S & S East,10,33,5,1
28840267,F,U,Silver,30,D,Unknown,9,74,5,1
28841735,F,South East,Tin,U,Unknown,S & S East,12,32,5,1
28842588,F,North,Tin,52,F,Yorkshire,13,44,5,0
28843673,F,South East,Gold,38,E,S & S East,9,56,2,0
28847520,F,North,Silver,27,D,N East,7,51,1,0
28848187,M,South East,Silver,40,E,London,6,30,6,0
28850726,M,Midlands,Silver,24,C,Midlands,14,53,8,0
28851137,F,South East,Silver,4,A,London,10,37,5,0
28852540,M,South East,Gold,6,B,S & S East,6,67,2,0
28856066,M,South East,Silver,24,C,S & S East,0,0,11,0
28856341,F,Midlands,Tin,49,F,Wales & West,9,66,4,0
28857801,F,Midlands,Silver,11,B,Wales & West,6,64,1,0
28859731,F,South East,Silver,16,C,London,0,23,3,1
28862783,F,South East,Gold,13,B,London,9,65,7,0
28864522,F,South East,Silver,38,E,London,7,40,8,1
28865383,F,North,Silver,19,C,Yorkshire,8,59,8,0
28865782,M,North,Silver,23,C,N West,9,51,4,0
28867327,U,North,Tin,53,F,N West,9,35,4,0
28868323,F,Midlands,Silver,12,B,Wales & West,16,0,6,1
28870190,M,South East,Gold,4,A,London,12,68,3,1
28871073,F,South East,Gold,8,B,S & S East,14,44,5,0
28872304,M,North,Gold,17,C,N East,9,67,3,0
28872576,M,North,Gold,52,F,Yorkshire,8,65,5,0
28874277,F,South East,Gold,29,D,London,8,44,1,0
28876377,F,Midlands,Silver,50,F,East,12,47,1,0
28878574,F,South East,Tin,52,F,London,9,38,5,1
28880579,F,South East,Tin,28,D,S & S East,6,50,11,0
28882083,F,Midlands,Silver,U,Unknown,Ulster,9,46,5,0
28882318,M,Midlands,Gold,52,F,Midlands,9,58,3,0
28882512,F,South East,Silver,54,F,S & S East,10,51,5,1
28883276,F,South West,Tin,6,B,S West,9,65,9,1
28884027,F,South West,Silver,45,E,S West,12,65,2,0
28885910,F,Midlands,Gold,18,C,Midlands,8,68,23,1
28886178,F,South East,Silver,8,B,London,10,50,4,0
28887212,F,Midlands,Gold,35,D,Midlands,14,78,4,1
28888995,F,Midlands,Tin,52,F,Midlands,7,33,11,1
28890809,F,South East,Silver,14,B,London,9,0,5,0
28891678,F,South East,Platinum,26,C,London,4,66,3,0
28892941,F,Midlands,Silver,27,D,Midlands,13,41,7,1
28893077,F,Midlands,Tin,24,C,East,7,57,5,0
28893751,F,South East,Tin,14,B,London,11,49,8,0
28894138,U,South East,Silver,30,D,S & S East,6,65,5,0
28895207,F,South East,Silver,41,E,London,21,0,3,1
28896564,F,South East,Tin,18,C,S & S East,9,70,8,0
28897692,M,North,Tin,44,E,N West,5,0,9,0
28899105,U,U,Gold,53,F,Unknown,10,41,3,1
28899296,U,Scottish,Tin,32,D,C Scotland,8,40,7,0
28900340,F,North,Platinum,10,B,Yorkshire,5,76,3,0
28900855,U,South East,Tin,44,E,London,10,40,7,0
28901002,F,North,Tin,47,F,N West,9,65,10,0
28901932,F,Scottish,Silver,18,C,C Scotland,5,0,26,0
28905091,F,U,Platinum,28,D,Unknown,9,63,3,0
28905407,M,U,Silver,25,C,Unknown,13,30,3,0
28906349,F,North,Gold,4,A,N West,5,50,5,0
28906608,F,North,Tin,28,D,Yorkshire,6,32,5,0
28907310,F,South East,Gold,10,B,London,8,56,4,0
28907698,M,South East,Tin,44,E,London,5,28,5,0
28908724,F,U,Silver,44,E,Unknown,11,56,9,0
28910478,F,North,Platinum,44,E,N West,5,57,3,1
28912306,F,South East,Gold,4,A,London,15,55,8,1
28913000,U,South East,Tin,32,D,S & S East,7,40,5,0
28914945,U,South East,Tin,52,F,London,3,57,4,0
28915585,U,Midlands,Gold,8,B,Wales & West,9,52,7,0
28916301,F,Scottish,Silver,2,A,N Scot,5,48,13,0
28918509,F,South West,Silver,15,B,S West,4,68,2,0
28918932,M,South East,Silver,18,C,London,8,0,5,1
28923537,F,North,Tin,18,C,N East,9,34,8,0
28924703,F,North,Tin,47,F,Yorkshire,9,42,4,0
28924789,F,Midlands,Tin,49,F,Midlands,6,50,9,0
28925335,F,South East,Silver,28,D,London,11,50,5,0
28925785,U,North,Gold,14,B,N West,9,55,1,0
28926803,U,Midlands,Tin,35,D,Wales & West,3,61,7,0
28926811,F,North,Silver,35,D,N East,5,37,9,0
28927370,F,South East,Silver,12,B,London,11,41,8,0
28928180,M,South West,Tin,12,B,S West,10,38,5,0
28928768,F,South East,Silver,8,B,S & S East,4,53,4,0
28929578,M,Midlands,Silver,52,F,Wales & West,11,47,9,0
28933397,M,North,Silver,27,D,N West,7,48,5,0
28933613,M,South East,Gold,44,E,London,11,71,8,1
28934555,F,South East,Tin,26,C,London,11,35,8,1
28936736,F,Midlands,Silver,43,E,Wales & West,8,31,3,0
28937767,F,South East,Tin,8,B,London,8,40,5,1
28939352,M,Midlands,Tin,34,D,Wales & West,6,50,5,0
28940695,M,Midlands,Tin,38,E,East,10,57,5,0
28941209,F,North,Silver,52,F,N East,9,36,1,0
28943236,F,South East,Silver,7,B,London,26,52,3,1
28944399,F,South East,Gold,1,A,London,9,40,2,0
28945603,F,Midlands,Silver,25,C,East,6,67,1,1
28945778,M,Midlands,Gold,12,B,East,10,67,12,0
28946987,F,Midlands,Silver,50,F,Midlands,6,48,1,0
28947258,U,South East,Tin,8,B,London,12,0,8,0
28951034,M,Midlands,Tin,52,F,Midlands,11,37,8,1
28951344,M,South East,Silver,41,E,London,11,45,8,0
28952499,F,South East,Silver,31,D,London,5,25,1,0
28952995,U,Midlands,Tin,52,F,Wales & West,8,51,5,0
28956699,U,North,Tin,12,B,N East,0,48,5,0
28957091,F,Midlands,Silver,53,F,Wales & West,15,65,2,0
28959922,U,South East,Platinum,19,C,S & S East,20,0,7,1
28961137,F,Scottish,Silver,11,B,Border,9,47,2,0
28964950,F,South East,Tin,52,F,S & S East,7,36,8,0
28965132,F,South East,Tin,21,C,London,8,49,5,0
28967933,M,North,Silver,51,F,N West,8,48,8,0
28970187,F,Midlands,Tin,50,F,Wales & West,13,31,5,1
28970705,M,South East,Gold,4,A,London,8,70,11,0
28971183,F,Scottish,Tin,50,F,C Scotland,0,37,10,1
28972104,F,Midlands,Tin,52,F,Wales & West,6,37,8,0
28972937,U,South East,Tin,10,B,London,5,58,5,0
28973194,F,North,Silver,32,D,N East,8,45,1,0
28976231,F,Midlands,Gold,23,C,Midlands,14,65,8,0
28977653,M,North,Silver,22,C,N East,7,57,5,0
28979214,M,Midlands,Tin,44,E,Midlands,7,37,9,1
28982886,M,Midlands,Silver,10,B,Midlands,9,64,6,0
28985419,F,South East,Tin,34,D,London,4,66,6,0
28986911,U,North,Gold,28,D,N West,6,63,2,0
28988760,F,South East,Silver,12,B,S & S East,7,54,8,0
28989546,F,Midlands,Gold,49,F,Midlands,10,77,11,0
28990021,F,Midlands,Silver,U,Unknown,Midlands,9,47,4,0
28990560,M,Midlands,Platinum,19,C,East,10,57,11,0
28991087,F,Scottish,Platinum,11,B,N Scot,15,56,15,1
28991850,F,Scottish,Silver,10,B,C Scotland,9,56,12,1
28992172,M,Midlands,Gold,12,B,Midlands,6,66,13,0
28992458,M,Midlands,Silver,35,D,Midlands,0,40,6,0
28993438,F,South East,Tin,24,C,S & S East,8,44,9,1
28998499,F,Midlands,Gold,51,F,Midlands,7,60,4,0
29000408,F,North,Gold,12,B,N West,6,76,5,1
29000866,F,North,Tin,44,E,Yorkshire,9,40,5,1
29000955,F,North,Silver,24,C,N West,4,63,10,0
29002680,U,South East,Silver,3,A,London,6,50,9,0
29003342,F,South East,Gold,28,D,S & S East,10,54,2,1
29003601,M,Midlands,Tin,19,C,Midlands,10,51,8,0
29006503,M,Scottish,Silver,27,D,N Scot,6,37,3,0
29010934,M,North,Silver,27,D,Yorkshire,7,70,8,0
29011671,F,North,Gold,49,F,Yorkshire,12,79,8,0
29013534,F,Midlands,Tin,35,D,Midlands,7,50,10,0
29013933,F,Midlands,Gold,53,F,Midlands,9,73,8,1
29014565,U,North,Silver,44,E,N West,5,54,7,0
29016215,M,Midlands,Silver,35,D,Midlands,5,68,6,0
29017203,F,North,Gold,27,D,N East,20,53,6,1
29017610,F,Midlands,Gold,16,C,Midlands,10,57,8,0
29018714,M,North,Tin,10,B,N East,5,59,8,0
29019222,F,Midlands,Silver,50,F,Wales & West,22,32,8,1
29019796,F,South East,Silver,26,C,London,9,29,5,1
29022665,F,U,Silver,24,C,Unknown,4,56,6,0
29024293,F,South East,Tin,11,B,S & S East,10,55,8,0
29025184,U,South East,Silver,37,E,London,8,70,2,0
29025389,F,South East,Silver,8,B,London,7,74,4,0
29027918,M,South East,Tin,32,D,London,7,45,9,0
29028795,F,South East,Silver,38,E,London,6,59,6,0
29029333,F,North,Tin,22,C,Yorkshire,16,40,7,1
29029414,F,North,Gold,25,C,N West,11,60,6,0
29030811,F,Midlands,Gold,12,B,Midlands,8,68,18,0
29031222,F,South East,Gold,28,D,S & S East,9,38,7,0
29033543,U,South East,Gold,8,B,London,8,64,2,0
29034094,F,South East,Silver,14,B,London,9,64,2,0
29035120,F,South East,Tin,38,E,London,11,48,5,0
29035341,F,North,Silver,32,D,N East,7,39,5,1
29036283,F,Scottish,Silver,17,C,C Scotland,0,47,10,0
29038111,M,South East,Gold,20,C,London,4,70,1,0
29038324,M,Scottish,Silver,52,F,C Scotland,3,47,9,1
29039673,F,Midlands,Tin,U,Unknown,Wales & West,8,59,9,0
29040841,M,North,Silver,49,F,Yorkshire,7,0,7,0
29041546,F,Scottish,Silver,18,C,C Scotland,5,71,11,0
29041740,F,Midlands,Gold,16,C,Midlands,9,67,8,0
29042305,F,Scottish,Silver,32,D,N Scot,0,64,2,0
29043530,F,Midlands,Platinum,16,C,Midlands,7,41,4,0
29045371,U,South East,Gold,41,E,London,6,55,2,0
29046149,F,South East,Gold,27,D,London,0,0,6,0
29047072,F,South East,Platinum,53,F,S & S East,8,65,9,0
29048257,F,Midlands,Gold,38,E,East,2,58,4,0
29049059,F,South East,Gold,31,D,London,8,69,1,1
29050073,U,South East,Gold,8,B,S & S East,6,0,6,0
29050286,F,North,Tin,49,F,Yorkshire,7,42,5,1
29051568,F,South East,Silver,8,B,London,7,64,8,0
29051746,U,Midlands,Tin,25,C,Midlands,7,59,8,0
29055156,M,South East,Silver,5,B,S & S East,8,68,17,0
29055261,U,Midlands,Gold,16,C,East,6,58,2,0
29055857,F,South East,Silver,4,A,London,3,68,5,1
29058309,M,South East,Platinum,23,C,S & S East,8,63,8,0
29059097,M,South East,Silver,22,C,London,9,0,9,0
29059275,F,North,Silver,35,D,N East,9,42,3,1
29059615,M,Midlands,Tin,19,C,Midlands,9,59,14,1
29060494,M,South East,Silver,25,C,London,7,76,5,0
29061601,M,Midlands,Gold,17,C,East,15,77,29,1
29062004,F,North,Tin,22,C,N West,8,43,7,0
29062632,F,South East,Gold,32,D,London,9,36,2,0
29063094,M,South West,Silver,25,C,S West,5,47,1,0
29064996,F,South East,Gold,41,E,London,15,67,6,1
29066085,U,North,Tin,51,F,N West,4,42,5,0
29068789,F,Midlands,Silver,18,C,Midlands,6,55,9,0
29069548,U,Midlands,Gold,6,B,Wales & West,2,74,17,0
29070376,U,South East,Gold,U,Unknown,London,8,37,1,0
29070996,U,Scottish,Gold,10,B,C Scotland,10,54,2,0
29072719,F,North,Silver,23,C,N West,0,37,9,1
29073014,F,Midlands,Silver,53,F,Midlands,9,0,19,0
29075475,F,South East,Silver,38,E,London,10,60,1,0
29076226,F,South East,Gold,4,A,London,15,46,5,1
29076714,F,Scottish,Silver,45,E,Border,9,69,9,1
29076846,U,U,Gold,38,E,Unknown,8,48,1,0
29077605,F,South East,Gold,28,D,S & S East,11,60,2,0
29081793,F,Midlands,Silver,34,D,Midlands,4,59,8,0
29082749,F,Midlands,Platinum,14,B,Midlands,4,70,14,0
29084989,F,Midlands,Gold,51,F,East,7,74,8,0
29085624,M,Midlands,Gold,4,A,Midlands,10,70,5,0
29085985,U,South East,Silver,10,B,London,3,46,1,0
29087503,U,South East,Platinum,28,D,London,21,58,2,1
29088291,F,U,Gold,38,E,Unknown,7,0,1,1
29089204,M,Midlands,Silver,U,Unknown,Ulster,6,65,18,0
29091241,M,Midlands,Silver,52,F,Midlands,7,61,7,0
29093309,F,South East,Gold,8,B,London,6,53,26,0
29094054,F,Midlands,Tin,53,F,Midlands,13,44,8,1
29095255,F,Midlands,Tin,25,C,Midlands,10,37,5,0
29095522,F,South East,Silver,9,B,London,12,0,5,0
29096766,M,South East,Gold,3,A,London,2,54,10,0
29097290,F,Midlands,Tin,U,Unknown,Ulster,5,46,4,0
